id,ticker,event_date,original,true_label,future_return_1d,abnormal_score,senti_label,emo_label,technical_analysis_baseline_prediction,technical_analysis_baseline_confidence,classical_price_only_prediction,classical_price_only_confidence,classical_text_only_prediction,classical_text_only_confidence,classical_text_price_prediction,classical_text_price_confidence,deep_text_only_prediction,deep_text_only_confidence,deep_text_price_prediction,deep_text_price_confidence
102015,AAPL,2020-03-26,$AAPL just a matter of time 📉,neutral,-0.0414022247393337,-0.612054318621928,bearish,anxiety,neutral,1.0,neutral,0.5139510954768457,positive,0.5497500373421432,neutral,0.425656745823569,neutral,0.3361966,neutral,0.42122126
109233,BA,2020-03-26,$BA adjusting price 🎯 to $250 then $300+ by end of year 2020.,negative,-0.1027416379851299,-0.809910339345697,bullish,belief,neutral,1.0,negative,0.4853933462881837,positive,0.6378881196194197,positive,0.4558158046894276,positive,0.35781568,negative,0.9834832
109234,CCL,2020-03-26,$CCL was a little late and now I’m chasing it. Any chance of a sell off today so a sweet boy like me can catch a dip?! 🙋‍♂️,negative,-0.1913579472237401,-1.3163053268620262,bullish,amusement,neutral,1.0,negative,0.8742506516250094,neutral,0.3645159398851896,negative,0.9137230784586234,positive,0.3397282,negative,0.986105
109237,CCL,2020-03-26,"$CCL  
Man a lot of nervous Shorts.  All I hear is 🤮🤮🤮over and over again . You guys need new material.",negative,-0.1913579472237401,-1.3163053268620262,bullish,anger,neutral,1.0,negative,0.8742506516250094,neutral,0.4184671578425289,negative,0.8851363050971458,negative,0.33592957,negative,0.9889311
109236,DIS,2020-03-26,$DIS only one direction from here on 📈💰🚀,negative,-0.0850416160639059,-1.2042166666433018,bullish,excitement,neutral,1.0,neutral,0.4923600345281844,neutral,0.4103801683674242,neutral,0.7261456714198955,neutral,0.3396656,neutral,0.4713574
109238,GOOGL,2020-03-26,$GOOGL jumped 20pts on me ! 😩,negative,-0.045282530830679,-0.841222850433844,bullish,depression,neutral,1.0,negative,0.4324123217947427,positive,0.4014037415931286,negative,0.4498082267928245,neutral,0.33681643,positive,0.36229628
109235,TSLA,2020-03-26,$TSLA let the Cubs buy those puts 😉 big bear has exit strategy set at a moment's notice news in wings eagles,neutral,-0.026128393930185,-0.2605844163771849,bullish,amusement,neutral,1.0,negative,0.7296485901867288,negative,0.4311956538637037,negative,0.788421221380843,positive,0.3437033,neutral,0.76632285
109242,AMZN,2020-03-27,$AMZN could we retest the low today and get back to bull market soon after ‼️‼️‼️‼️‼️‼️,positive,0.033603546919714,0.7989301613157951,bullish,anxiety,positive,1.0,neutral,0.5070590503407469,neutral,0.5037869507012155,neutral,0.7246787323726745,positive,0.34665686,neutral,0.76798755
109244,BA,2020-03-27,$BA $241 to $155 in 1 week now five me $155 to $241 in 1 week 🏄🏻‍♂️🏄🏻‍♂️😊,neutral,-0.0600000075352045,-0.4560152487746024,bullish,excitement,neutral,1.0,negative,0.7056279268957095,positive,0.3527283693625387,negative,0.785594388805578,neutral,0.3431184,neutral,0.9189086
109245,BA,2020-03-27,$BA 👆🏻This guy is full of shit!,neutral,-0.0600000075352045,-0.4560152487746024,bullish,anger,neutral,1.0,negative,0.7056279268957095,neutral,0.5571159617857485,negative,0.5599614588207426,neutral,0.34210488,neutral,0.9292812
109247,BABA,2020-03-27,$BABA something great will happen soon 🔓🔜🚀,neutral,0.0142107094942804,0.3787088958776828,bullish,excitement,neutral,1.0,neutral,0.4668525721297815,neutral,0.3944116984866982,neutral,0.5725450817940263,neutral,0.33964238,neutral,0.43846962
109243,FB,2020-03-27,$FB 🦠 definitely higher from here (day trade) . 🌲 may even close the day flat 🌲,positive,0.058422405477041,0.9814848675499082,bullish,optimism,neutral,1.0,neutral,0.5098594610836993,positive,0.5069236654174567,positive,0.4184865469157148,positive,0.35211828,neutral,0.56295884
109239,TSLA,2020-03-27,$TSLA  I somehow don`t believe in this Bullmarket 😂,neutral,-0.0237771485955257,-0.2461236791725166,bearish,anxiety,neutral,1.0,negative,0.5897211763296389,neutral,0.4792723210037258,negative,0.5216955034266771,neutral,0.34033588,neutral,0.758847
109240,TSLA,2020-03-27,"$TSLA And this is why they ran up the price, how are those $600 calls looking? 🤣🤣",neutral,-0.0237771485955257,-0.2461236791725166,bearish,disgust,neutral,1.0,negative,0.5897211763296389,positive,0.4957881833287447,negative,0.5887579401921741,positive,0.3617445,neutral,0.6687369
109241,TSLA,2020-03-27,"$TSLA Boris Johnson 😷 today 

Trump & Musk 😷 next week 

😬😬😬😬🧨🧨🧨🧨🧨

Tsla to $320😷😷😷",neutral,-0.0237771485955257,-0.2461236791725166,bearish,panic,neutral,1.0,negative,0.5897211763296389,positive,0.6342004082316329,positive,0.4326268686361586,neutral,0.34121898,neutral,0.7870473
109248,TSLA,2020-03-27,"$TSLA when I walk around seeing Teslas driving past me, I feel so good when I ride my bicycle to the unemployment office. 🏢🚲",neutral,-0.0237771485955257,-0.2461236791725166,bearish,disgust,neutral,1.0,negative,0.5897211763296389,neutral,0.4294073419460661,negative,0.4873640085954138,positive,0.35480613,neutral,0.6747284
109249,TSLA,2020-03-27,"$TSLA Bulls, this was your time to make some money. Up next is the bears’ second wave of 🔥.😳",neutral,-0.0237771485955257,-0.2461236791725166,bearish,anxiety,neutral,1.0,negative,0.5897211763296389,neutral,0.4736090261702024,negative,0.4411350763482753,positive,0.34714866,neutral,0.8190095
109250,AAPL,2020-03-30,"$AAPL Let’s all companies bring all their production back home to the US they still can make money and make our US economy stronger and give people jobs here , let’s make it here in America ✅✅ 🇱🇷🇱🇷🇱🇷",neutral,-0.0020405573802577,-0.0300063654391415,bullish,excitement,neutral,1.0,neutral,0.5793378422888189,neutral,0.426764148729585,neutral,0.6912627958216384,positive,0.35187492,neutral,0.59802985
109253,BABA,2020-03-31,$BABA Tact. Thou protest to much 🐻,negative,-0.0355819947894503,-0.936375596705092,bullish,disgust,neutral,1.0,neutral,0.4509028330973901,neutral,0.3734432415982154,neutral,0.5894564808728169,neutral,0.3453592,neutral,0.43338904
109252,DIS,2020-03-31,$DIS disney + is a big deal just imagine. they have all of the talents to create the ultimate netflix for kids with amazing cartoons. I see 300$ in 2022. this is an amazing stock for long term investors💡 🌖,neutral,-0.0173913263062274,-0.2357388930700442,bullish,excitement,neutral,1.0,neutral,0.5431947064480858,positive,0.3704930251069503,neutral,0.6337456191109858,positive,0.34658945,neutral,0.6746201
102123,MSFT,2020-03-31,$MSFT Soooo this was up $5 and dropped... Why? 🤔,neutral,-0.0355080285083345,-0.4981866403077922,bullish,confusion,neutral,1.0,neutral,0.7379117361654058,negative,0.6452020411123371,neutral,0.6247779420764563,neutral,0.34151053,neutral,0.7946249
109254,MSFT,2020-03-31,$MSFT some shenanigans going today😂😂😂🤷🏼‍♂️. Hurry and buy,neutral,-0.0355080285083345,-0.4981866403077922,bullish,excitement,neutral,1.0,neutral,0.7379117361654058,negative,0.4715131837698538,neutral,0.6438729957212436,neutral,0.33751798,neutral,0.73479605
109251,TSLA,2020-03-31,$TSLA future is green again 🤷‍♂️ still bearish,negative,-0.0809923905527714,-0.8769683942151792,bearish,ambiguous,neutral,1.0,negative,0.4584978037406954,neutral,0.4386892065463907,negative,0.4855415116543897,neutral,0.33990955,negative,0.5418457
109258,AAPL,2020-04-01,$AAPL that feeling when your in 100% puts and market is selling off 💦💦💦,neutral,0.0166864934330286,0.2591737981121592,bearish,belief,neutral,1.0,neutral,0.5407620291102351,positive,0.4164894486169356,neutral,0.5787068973395462,positive,0.34372547,neutral,0.5802284
109259,DIS,2020-04-01,"$DIS they're selling rallies. Price is going up, money is coming out. 🤫",neutral,0.0215972771552057,0.2925703803393594,bearish,confusion,neutral,1.0,neutral,0.5827866806809381,positive,0.3926881527751512,neutral,0.7228812535204142,neutral,0.3393479,neutral,0.5515028
109260,NVDA,2020-04-01,$NVDA $263 is when you load up the puts 👍,neutral,0.0510141751303836,0.5999320508943052,bearish,anxiety,neutral,1.0,neutral,0.5627223580152382,neutral,0.5634355088334572,neutral,0.794866093337483,neutral,0.33716404,neutral,0.46981928
109262,CCL,2020-04-02,$CCL only fools will buy worthless equity that pays no dividends when it's junk bond pays a coupon of 11.5% 😂😂,neutral,0.0652445992141321,0.3856436323555025,bearish,disgust,negative,1.0,neutral,0.9226546714961108,positive,0.3389826941999513,neutral,0.9153194263885098,positive,0.36437386,neutral,0.999466
109263,DIS,2020-04-02,$DIS FEDS gives us a break!! Can we at least see $80s today!! 😄 Damn!,neutral,-0.0318655894463767,-0.4335163059125687,bearish,amusement,neutral,1.0,neutral,0.6285996596212341,negative,0.3911106521572513,neutral,0.6196428179519037,neutral,0.34132594,neutral,0.81192124
109264,TSLA,2020-04-02,$TSLA Try to buy puts at 479 🛬🔥💸,neutral,0.0561973469358718,0.5958901954816364,bearish,ambiguous,neutral,1.0,neutral,0.4588107932839434,positive,0.4399570690694271,positive,0.4598154421347473,positive,0.34948006,neutral,0.6133651
109265,TSLA,2020-04-02,"$TSLA ten minuets to 470-473

🤣🤣🤣🧨🧨🧨🧨🧨🧨🧨⤵️⤵️⤵️⤵️💸💸💸💸🧨🧨👻👻👻👻👻👻👻👻👻👻",neutral,0.0561973469358718,0.5958901954816364,bearish,panic,neutral,1.0,neutral,0.4588107932839434,neutral,0.493052569604313,neutral,0.6600470552919646,positive,0.35591748,neutral,0.54190123
109266,TSLA,2020-04-02,$TSLA  Did we get News ?. Why is this still up ?. Should be trading below $460 by now  ☣️〽️👩🏻‍🚀,neutral,0.0561973469358718,0.5958901954816364,bearish,anxiety,neutral,1.0,neutral,0.4588107932839434,negative,0.3967536161629188,neutral,0.6041630942210396,positive,0.36871076,neutral,0.61288476
109268,TSLA,2020-04-02,$TSLA fanboys expecting a thousand dollar move in red market. 🤣 Short the pop. These cars don't run on gas. Just electricity and 100 dollar bills,neutral,0.0561973469358718,0.5958901954816364,bearish,disgust,neutral,1.0,neutral,0.4588107932839434,neutral,0.6112588884917721,neutral,0.7349461628612881,positive,0.34806484,neutral,0.78839976
109269,TSLA,2020-04-02,$TSLA So happy there’s more room for shorting yay!!!!! Love it. Thanks bulls for putting more money. Can’t wait to next drop 😂,neutral,0.0561973469358718,0.5958901954816364,bearish,disgust,neutral,1.0,neutral,0.4588107932839434,neutral,0.3911607878647676,neutral,0.5971458214798432,neutral,0.33961034,neutral,0.7499177
109270,TSLA,2020-04-02,$TSLA don't laugh until it open tomorrow it just April fool 😎,neutral,0.0561973469358718,0.5958901954816364,bearish,excitement,neutral,1.0,neutral,0.4588107932839434,positive,0.4172486229020983,neutral,0.567530442737001,negative,0.33853462,neutral,0.713212
109271,TSLA,2020-04-02,$TSLA I think we just saw a small blowoff top 🤷‍♂️,neutral,0.0561973469358718,0.5958901954816364,bearish,confusion,neutral,1.0,neutral,0.4588107932839434,neutral,0.44918189551395,neutral,0.5414665485658648,positive,0.34062496,neutral,0.62396187
109261,XOM,2020-04-02,"$XOM 
To all the Bulls trying to outweigh hope against the facts right now 😂.....",neutral,-0.0294556947059412,-0.4437488614675147,bearish,optimism,neutral,1.0,neutral,0.5713420919234418,negative,0.3697141148863324,neutral,0.457257154491296,positive,0.35498708,neutral,0.66291946
109272,TSLA,2020-04-03,"$TSLA happy for the sudden surge, gave me profit and let me get out of my position. Let’s see that 300 next so I can reload 🥰",positive,0.0754775752334993,0.7974537760839491,bearish,belief,neutral,1.0,neutral,0.4006265062653026,negative,0.374351924497818,positive,0.3622885362774335,positive,0.33829322,positive,0.822061
109275,TSLA,2020-04-03,$TSLA we’ll that was an easy short rip fanboys 😁🐷🔪🤠🇺🇸,positive,0.0754775752334993,0.7974537760839491,bearish,confusion,neutral,1.0,neutral,0.4006265062653026,positive,0.4172724505314589,positive,0.4712644959724451,negative,0.3388969,positive,0.8615779
109276,TSLA,2020-04-03,"$TSLA $1500 tomorrow 💪

ooh wait markets closed.

Well... welll... ITS STILL GONNA BE $1500 💪💪💪💪💪💪💪 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 😂😂😂",positive,0.0754775752334993,0.7974537760839491,bearish,optimism,neutral,1.0,neutral,0.4006265062653026,neutral,0.3998368805366992,neutral,0.4519057514948459,positive,0.34444967,positive,0.8109728
109279,BA,2020-04-07,$BA Wake the F up BOEING!! 🙏🏾 ✈️ 🚀 🌕 💵 GO 👆🏾 😂,neutral,0.0373639865639023,0.267158404665462,bullish,excitement,neutral,1.0,neutral,0.6737125841976804,neutral,0.5483513153961275,neutral,0.8701564420161728,neutral,0.3422009,neutral,0.9950069
109278,CCL,2020-04-07,$CCL falling...classic profit taking from day trader 🤣🤣🤣🤣,neutral,0.0610618524627963,0.3508830611438968,bullish,disgust,negative,1.0,neutral,0.849016878508779,negative,0.4026946034334144,neutral,0.8850966240838475,positive,0.35200286,neutral,0.7996436
109277,TSLA,2020-04-07,$TSLA above 550 and 🐻 s are fucked...,neutral,0.0062149944977303,0.066385949262271,bullish,optimism,neutral,1.0,neutral,0.5375780455703509,negative,0.4115759594018426,neutral,0.491044675767408,positive,0.3563142,neutral,0.93081445
109283,BA,2020-04-08,"$BA dropping now, will end in the red like yesterday 🐻",neutral,0.0338394592900854,0.241853923420181,bearish,anxiety,neutral,1.0,neutral,0.739112066680054,positive,0.4290860444727115,neutral,0.7649738962541335,neutral,0.33778265,neutral,0.9736472
109280,CCL,2020-04-08,$CCL back to 18+ by Friday. Relief money coming!💰💰🚀🚀🚀🤑🤑,neutral,0.0358632369843303,0.2059971822019601,bullish,excitement,neutral,1.0,neutral,0.9235216664972156,neutral,0.4014564830909017,neutral,0.9520596172904522,neutral,0.33942544,neutral,0.71700007
109282,CCL,2020-04-08,$CCL bears got silent all of a sudden. 🚀🚀🚀🌚,neutral,0.0358632369843303,0.2059971822019601,bullish,optimism,neutral,1.0,neutral,0.9235216664972156,neutral,0.4065309484284019,neutral,0.9389842102821148,neutral,0.33762974,neutral,0.8126359
109281,GOOGL,2020-04-08,"$GOOGL Run Bulls, because you will be trapped 🤣🤣🤭",neutral,-0.000356347075164,-0.0064493093589074,bearish,belief,neutral,1.0,neutral,0.5926819555923087,positive,0.551471845414009,positive,0.3950104967296106,neutral,0.34305632,neutral,0.7008199
109284,CCL,2020-04-09,"$CCL A couple of months from now, the media will move on to Election Coverage and people will want to take  a cruise. Carnival is too strong to fail. 💪🏼 (Plus we have the Saudis with us. 👍🏻)",neutral,-0.0740740424540451,-0.4253947698379055,bullish,optimism,neutral,1.0,neutral,0.8083378496225906,neutral,0.4494910160144694,neutral,0.8848277278387845,positive,0.35113215,neutral,0.9376438
109285,DIS,2020-04-09,$DIS who loaded up bigly at open like I said last night? 🤑🤑🤑 What happened to the fake bulls who went fomo and tried to get calls at open? 💩💩💩,neutral,-0.0095693340351336,-0.1381653236398737,bearish,disgust,neutral,1.0,neutral,0.6827351489917886,neutral,0.4771331169004094,neutral,0.856903542305083,positive,0.34932742,neutral,0.7643006
109286,MSFT,2020-04-09,$MSFT buy at break above the blue line. TTM sqz alert 🚨 Patience... B/O is coming. PT=$170,neutral,0.0022405365745856,0.0330619005663288,bullish,belief,positive,1.0,neutral,0.811915506190413,neutral,0.3809510415553428,neutral,0.8531425067767375,neutral,0.33742014,neutral,0.71225303
109287,PFE,2020-04-09,$PFE opps who has 600 contacts 👍😷💥💉😀! Me me me! Time to explode!,neutral,-0.0070641570284791,-0.1472966666031863,bullish,belief,positive,1.0,neutral,0.7617002883192409,negative,0.4104912979961168,neutral,0.6985281337252222,neutral,0.34408855,neutral,0.61230457
109288,TSLA,2020-04-13,$TSLA wow no sellers ? Lol that’s crazy ✅,positive,0.0905445731500638,1.0058784762623936,bullish,surprise,positive,1.0,negative,0.4927677487537348,neutral,0.5411103553419322,neutral,0.5721980921907499,neutral,0.33956665,neutral,0.7579394
109289,TSLA,2020-04-13,"$TSLA its time to head 1,200$ 🚀  😎",positive,0.0905445731500638,1.0058784762623936,bullish,excitement,positive,1.0,negative,0.4927677487537348,neutral,0.5050683963990552,neutral,0.5800961016807445,positive,0.3529438,neutral,0.7988115
109291,BA,2020-04-14,$BA fire sale 🔥 on grounded MAX planes!!!!  airworthiness not guaranteed!!!   But they are cheap!!!   We got plenty!!!,neutral,0.0353191186350287,0.279110221079672,bearish,belief,neutral,1.0,neutral,0.6128808036809876,neutral,0.3697839150352063,neutral,0.6545061970316254,positive,0.36395514,neutral,0.93548757
109290,TSLA,2020-04-14,$TSLA Jim Chanos scratching his right now🤣,neutral,0.0280888782705652,0.2978840404119035,bullish,disgust,positive,1.0,negative,0.6496167417800601,positive,0.4528581970266156,negative,0.5731940802630963,neutral,0.33983454,negative,0.5276579
109295,GOOGL,2020-04-15,$GOOGL Closed scalp on that initial pop at $5.30 = +$280 gain 📈,neutral,0.0001033986442595,0.0027104905338164,bullish,belief,positive,1.0,neutral,0.5419139548759524,positive,0.4732937288037719,neutral,0.5501114023836735,negative,0.33368093,neutral,0.5026214
109296,JPM,2020-04-15,$JPM all banking  🐖s going down,neutral,-0.0381097684038331,-0.6363574726879095,bearish,anxiety,neutral,1.0,neutral,0.571700255758498,neutral,0.4680916285214211,neutral,0.7061544308879532,neutral,0.3421313,positive,0.48018065
109292,TSLA,2020-04-15,"$TSLA Ran up $80 after hours when they beat delivery reports. If they exceeded deliveries..they’re probably gonna beat earnings next week. 

This stock is 🔥🔥🔥",neutral,0.0210734016250004,0.2532154433483921,bullish,disgust,positive,1.0,negative,0.4591099506962448,positive,0.3945177908298643,negative,0.4468306505687578,positive,0.3790487,neutral,0.5511111
109294,TSLA,2020-04-15,$TSLA and we rise again!! Foolish Bears buying these PUTS will never learn!🚀🌕,neutral,0.0210734016250004,0.2532154433483921,bullish,excitement,positive,1.0,negative,0.4591099506962448,neutral,0.5403111425325096,neutral,0.4884358157372071,positive,0.35628924,negative,0.5710809
109298,BA,2020-04-16,$BA bears trying again?? I’ll take it at this sp 💰💰💰,positive,0.1471989995399858,1.2968942463722932,bullish,optimism,neutral,1.0,neutral,0.5762081942033528,neutral,0.44487153018132,neutral,0.7474018642945985,neutral,0.33799478,neutral,0.5979117
109299,BAC,2020-04-16,$BAC come to papa you over inflated pig! The next leg down will be bloody!🔥⛈🔥🌪⚡️⚡️,positive,0.0868343762633325,1.3605733494801229,bearish,excitement,neutral,1.0,neutral,0.5299192761885098,positive,0.4296309464501766,neutral,0.5256666761653572,neutral,0.34101996,neutral,0.44338462
109297,TSLA,2020-04-16,$TSLA bulls are confident ...doubling their position size 🤫,neutral,0.0116477235862064,0.1420344876691478,bullish,anxiety,positive,1.0,negative,0.4459947368764187,positive,0.4063220969651324,negative,0.3375669970498973,positive,0.3717826,negative,0.5839568
109300,TSLA,2020-04-16,"$TSLA tempted to take profit, hard with Elon’s baby 👶🏼💰",neutral,0.0116477235862064,0.1420344876691478,bullish,excitement,positive,1.0,negative,0.4459947368764187,positive,0.5518036458352418,positive,0.4316052350583611,neutral,0.34082574,negative,0.76651525
109304,AAPL,2020-04-17,"$AAPL the sqUeeze , yes with big U bear

💰",neutral,-0.0207572677370041,-0.495622291572905,bullish,optimism,positive,1.0,neutral,0.4880918430079961,neutral,0.4908417460436001,neutral,0.6808544534674323,neutral,0.33859634,neutral,0.45931724
109301,BA,2020-04-17,$BA LOL let’s make built more planes ✈️ that we can’t fiy bc ppl are scared to leave anywhere LOL 😂,neutral,-0.0674675285042106,-0.632977267382485,bearish,ambiguous,neutral,1.0,neutral,0.7050179584224024,neutral,0.370052959280536,neutral,0.7125473341057441,neutral,0.33844104,neutral,0.89780146
109302,MSFT,2020-04-17,$MSFT This market drop is stupid. Let's GOOOOOO! $185-$190 open 🙏🏾✈️🚀🌕💵,neutral,-0.0198205954750558,-0.5085895049194116,bullish,optimism,positive,1.0,neutral,0.5184192461391519,negative,0.6024195551053513,neutral,0.4010814344962793,neutral,0.33567998,neutral,0.43199152
109303,NFLX,2020-04-17,$NFLX adding calls for earning 👀👀 this thing is going up! People still need to stay home for monthsssss,positive,0.0343531082304868,0.9630743367720254,bullish,surprise,positive,1.0,positive,0.4170305685989912,negative,0.5298335590361924,negative,0.5214167780262967,neutral,0.34064317,neutral,0.37702638
109307,AAPL,2020-04-20,$AAPL 👳‍♂️⚗️⚗️⚗️⚗️by now and next this headed back to $248 🙈🙈🙈🙈🐻🐻🐻🐻🐻🐻🐻🐻.,neutral,-0.0309097822926219,-0.7355834097502807,bearish,anxiety,positive,1.0,neutral,0.4095205894722725,neutral,0.4678510391758694,neutral,0.6187583337778255,positive,0.35006607,neutral,0.515596
109305,BA,2020-04-20,"$BA An FAA spokesman said ""work is still ongoing"" on the MAX certification. 👏👏",neutral,-0.0506928399718433,-0.4638365386561514,bullish,belief,neutral,1.0,neutral,0.6641715031452121,positive,0.4212583225294588,neutral,0.5573782158383371,positive,0.37488022,neutral,0.86041737
109308,TSLA,2020-04-20,"$TSLA C’mom baby, I miss you at $350 😂",negative,-0.0799077799617377,-1.332964642924931,bearish,excitement,positive,1.0,neutral,0.5133943634180225,neutral,0.3583223700694253,neutral,0.5553589898565464,neutral,0.3396154,positive,0.5579327
109309,TSLA,2020-04-21,$TSLA I short this week. Good luck everyone 👍,positive,0.0660968284941085,1.0970786300516582,bearish,ambiguous,positive,1.0,positive,0.4414932558075361,positive,0.3476868377627328,neutral,0.4496305817829303,neutral,0.33978832,positive,0.58275265
109312,TSLA,2020-04-21,$TSLA Are we there yet ? 😉😏,positive,0.0660968284941085,1.0970786300516582,bearish,ambiguous,positive,1.0,positive,0.4414932558075361,negative,0.3705096457275564,neutral,0.4489310276788358,positive,0.34525263,positive,0.65401214
109314,TSLA,2020-04-21,Every time I see one of these goofy looking $TSLA shitboxes on the road I just laugh at the douchebag driving it wearing a mask 😷,positive,0.0660968284941085,1.0970786300516582,bearish,disgust,positive,1.0,positive,0.4414932558075361,negative,0.3981799708976197,neutral,0.5644962057653929,neutral,0.34079075,positive,0.5179746
109313,V,2020-04-21,$V told you guys but didnt listen 🤣😜💰,neutral,0.0377498957664523,0.6815323639050195,bearish,excitement,neutral,1.0,neutral,0.6108155216728741,neutral,0.381685660043536,neutral,0.7185992465590885,negative,0.33829385,neutral,0.77977717
109311,XOM,2020-04-21,$XOM Bulls are actually going to be surprised when it drops like a brick 🤦‍♀️,neutral,0.028564647224117,0.5547094328643211,bearish,panic,neutral,1.0,neutral,0.6265742003463477,positive,0.439850611432197,neutral,0.6078710487122968,positive,0.34245136,neutral,0.5922353
109316,DIS,2020-04-22,"$DIS gambling doesn’t make you a gambler.
Buying calls when this is at 101.80 already up 1.3% makes you a gambler. 🤷🏻‍♂️",neutral,9.918911921080742e-05,0.0020645686224933,bearish,anxiety,neutral,1.0,neutral,0.540697324969247,negative,0.3822343712974833,neutral,0.5383084205922509,positive,0.3629451,neutral,0.74551344
109315,XOM,2020-04-22,"$XOM lol, they lay off many workers here in the states, but they’re constructing a $10 billion facility in China, way to go XOM ☠️",neutral,0.0313314364868093,0.6237987778043921,bearish,optimism,neutral,1.0,neutral,0.6005142030312142,positive,0.44299340910674,neutral,0.5376754848682285,positive,0.35864326,neutral,0.55781937
109318,NFLX,2020-04-23,$NFLX can I have 5 more drops like that pls! 😁😂,neutral,-0.0040074438004864,-0.1167536394850045,bearish,amusement,neutral,1.0,positive,0.389573379495697,neutral,0.3848750499905308,neutral,0.3507584128448532,negative,0.342203,positive,0.484193
109317,TSLA,2020-04-23,$TSLA day 3 of the new economy 🌳🌳🌳,neutral,0.0276632453162877,0.4818589992415462,bullish,optimism,neutral,1.0,positive,0.4169132222284082,neutral,0.4511421509909233,positive,0.4403505679755799,positive,0.3455695,neutral,0.60943276
109319,TSLA,2020-04-24,"$TSLA if I get a 300% return on my call next week, I will order one pizza or Venmo $15 to one person. Like this post for a chance at that 🤪. (Foreal)",positive,0.1014962224555282,1.76249742206483,bullish,disgust,neutral,1.0,negative,0.3780921692319417,neutral,0.6303849174221949,neutral,0.6330326752395266,positive,0.34670597,neutral,0.61553967
109322,BA,2020-04-29,$BA $180 in two weeks is possible!  💵💵💵🚀,neutral,0.0145324048378485,0.1949341453344992,bullish,belief,neutral,1.0,neutral,0.6004879263764511,positive,0.4280656815350455,neutral,0.5011072953012767,neutral,0.34431443,positive,0.47440922
109326,BA,2020-04-29,$BA power mf***** haha da bears be like  I lost my mommas money whaaaat? 😭🤣,neutral,0.0145324048378485,0.1949341453344992,bullish,optimism,neutral,1.0,neutral,0.6004879263764511,positive,0.4352378194824372,neutral,0.6466755137733912,neutral,0.33850378,positive,0.4664635
109324,DIS,2020-04-29,$DIS HAHAHA oh Sherry where you go? 🤗,negative,-0.0365255008405177,-1.277937191469593,bullish,ambiguous,positive,1.0,neutral,0.4014936319302257,neutral,0.4168535932474931,neutral,0.5995186837859182,neutral,0.3415592,neutral,0.41987
109323,FB,2020-04-29,$FB So up $12 single day PRE earnings and y’all still expecting a pop? 🥴😂😂🤥,positive,0.0541736609549516,1.774702274454409,bearish,optimism,positive,1.0,negative,0.4258067553446238,negative,0.4014173824108807,negative,0.4720085777660898,neutral,0.3382553,neutral,0.42962113
109321,NFLX,2020-04-29,$NFLX lmao that’s all the juice 🥤,neutral,0.0193255832928684,0.6217931792776814,bearish,optimism,neutral,1.0,positive,0.3583190807405056,negative,0.4619633176247902,negative,0.4606580770525478,negative,0.34132716,neutral,0.38861495
109325,TSLA,2020-04-29,$TSLA literally phenomenal!!! I love it! 😊,neutral,-0.0232726749233698,-0.3902976939357868,bullish,amusement,positive,1.0,negative,0.4800856863323063,neutral,0.4185861844273899,negative,0.5879070737537654,positive,0.3452779,negative,0.5679936
109327,TSLA,2020-04-29,"$TSLA Children, we’re having 🐻 🥩 for dinner !!!",neutral,-0.0232726749233698,-0.3902976939357868,bullish,excitement,positive,1.0,negative,0.4800856863323063,neutral,0.3822039909033428,negative,0.4757106570807185,positive,0.34903836,neutral,0.51795965
109335,AMZN,2020-04-30,$AMZN all that online tissue 😒 what more do you want from them!!?,negative,-0.0759740923764893,-2.9443368045256557,bullish,anxiety,neutral,1.0,positive,0.3860765713075188,positive,0.4400953021787135,positive,0.4492177595033618,neutral,0.3428779,positive,0.40057525
109329,BA,2020-04-30,"$BA 

115-118 looks juicy if we can reach it , I’ll Lor 🚀🔥",neutral,-0.0542476877287073,-0.7159981183525324,bullish,excitement,neutral,1.0,neutral,0.5882182765046994,neutral,0.5296766078056674,neutral,0.80412888175473,neutral,0.3390705,positive,0.50360805
109330,FB,2020-04-30,$FB advises a guy to get 200-215-230 call butterflies and didnt get myself any. 😒,neutral,-0.0119191640749473,-0.3609297266983793,bullish,anger,positive,1.0,negative,0.3925315605998105,neutral,0.5055715596248758,neutral,0.4241534904724854,positive,0.34123996,positive,0.5197016
109332,MSFT,2020-04-30,"$MSFT 185 later today around 2, 190 this friday 🚀",negative,-0.0258911441358459,-0.8754686843497173,bullish,belief,positive,1.0,neutral,0.367923663807698,positive,0.3807047931896664,positive,0.3998128478904321,positive,0.34573695,neutral,0.37167823
109333,PFE,2020-04-30,$PFE it’s like the pill!!! It takes a while to get up there !!  🚀👏🏼👏🏼,negative,-0.0187697019336916,-0.8686410985033588,bullish,amusement,positive,1.0,neutral,0.4524999602354396,neutral,0.6198828024764897,neutral,0.7051128785400634,neutral,0.3404404,neutral,0.5360648
109331,TSLA,2020-04-30,$TSLA 1000 before end of week?? 📈🙏🚀🚀,negative,-0.1030337133662409,-1.7292780830020662,bullish,excitement,positive,1.0,negative,0.4697917741723467,negative,0.4826050678877205,negative,0.6749806595771564,positive,0.35260093,neutral,0.47005525
109334,TSLA,2020-04-30,"$TSLA tesla cooking books? stay tuned to find out, on the next episode of dragon ball z ☄️",negative,-0.1030337133662409,-1.7292780830020662,bearish,disgust,positive,1.0,negative,0.4697917741723467,neutral,0.4080163811578596,positive,0.4455229592582281,neutral,0.34161898,negative,0.46785608
